index,gold_20
983,1280.305078
984,1273.546418
985,1276.408886
986,1277.917666
987,1278.213789
988,1279.271182
989,1282.13301
990,1286.017949
991,1289.200229
992,1292.5867
993,1289.777176
994,1288.299894
995,1288.809435
996,1288.192785
997,1290.363809
998,1288.540042
999,1290.555378
1000,1341.793208
1001,1337.743352
1002,1329.497388
1003,1320.89851
1004,1313.693014
1005,1306.405425
1006,1295.735049
1007,1294.10038
1008,1293.58397
1009,1294.191436
1010,1295.124342
1011,1299.857547
1012,1302.836192
1013,1298.033628
1014,1297.109525
1015,1297.562335
1016,1300.445985
1017,1303.034181
1018,1305.139817
1019,1306.07138
1020,1408.097434
1021,1413.453064
1022,1406.028493
1023,1394.198228
1024,1410.532905
1025,1413.69612
1026,1411.861552
1027,1405.462209
1028,1425.046652
1029,1420.120458
1030,1429.654409
1031,1437.578808
1032,1457.314149
1033,1458.737637
1034,1446.613513
1035,1457.741518
1036,1453.890229
1037,1464.327237
1038,1444.922907
1039,1451.226447
1040,1400.09051
1041,1390.31332
1042,1393.919526
1043,1396.123205
1044,1399.206612
1045,1415.619437
1046,1404.646707
1047,1396.532061
1048,1398.766682
1049,1388.982221
1050,1394.829994
1051,1395.646658
1052,1403.269065
1053,1406.997107
1054,1403.371037
1055,1408.294824
1056,1408.21968
1057,1402.61354
1058,1406.43992
1059,1398.906657
1060,1474.592351
1061,1477.07939
1062,1472.395302
1063,1459.235241
1064,1472.842929
1065,1466.195865
1066,1463.726428
1067,1453.761799
1068,1465.16798
1069,1461.939368
1070,1457.21744
1071,1469.849397
1072,1459.743607
1073,1462.079041
1074,1459.52815
1075,1473.894892
1076,1481.325313
1077,1484.198411
1078,1485.671167
1079,1486.586062
1080,1529.835851
1081,1525.185881
1082,1536.114984
1083,1543.332229
1084,1549.931082
1085,1553.062503
1086,1561.389273
1087,1564.915201
1088,1561.238617
1089,1552.162279
1090,1555.249694
1091,1557.252295
1092,1548.149001
1093,1550.616076
1094,1549.314221
1095,1549.849341
1096,1547.876431
1097,1547.116439
1098,1552.053116
1099,1552.311529
1100,1496.589786
1101,1505.780028
1102,1488.097156
1103,1507.966711
1104,1508.640802
1105,1524.308258
1106,1521.40319
1107,1520.098183
1108,1524.423648
1109,1515.527062
1110,1511.819278
1111,1510.974792
1112,1510.583507
1113,1504.786403
1114,1503.215961
1115,1499.485343
1116,1502.24012
1117,1495.37394
1118,1486.552379
1119,1480.882247
1120,1495.261136
1121,1492.466153
1122,1493.777069
1123,1502.222852
1124,1511.552991
1125,1511.816961
1126,1515.211538
1127,1520.73158
1128,1528.459718
1129,1515.02767
1130,1501.119183
1131,1505.778221
1132,1508.293677
1133,1507.498192
1134,1505.53673
1135,1505.012766
1136,1512.941473
1137,1514.357576
1138,1509.24886
1139,1501.72956
1140,1523.944517
1141,1530.495235
1142,1531.561062
1143,1538.450669
1144,1549.369202
1145,1537.063503
1146,1533.332103
1147,1527.777292
1148,1536.311135
1149,1544.618478
1150,1533.667365
1151,1528.396738
1152,1532.479263
1153,1537.552497
1154,1531.306391
1155,1522.208766
1156,1519.075993
1157,1522.718543
1158,1537.883955
1159,1533.364677
1160,1474.482067
1161,1468.377304
1162,1470.415179
1163,1467.828211
1164,1465.786352
1165,1465.895348
1166,1476.84534
1167,1476.285524
1168,1481.026648
1169,1490.920826
1170,1492.326499
1171,1487.633081
1172,1484.340882
1173,1481.91576
1174,1481.438195
1175,1481.198174
1176,1478.264496
1177,1484.949811
1178,1479.397838
1179,1479.087904
1180,1464.584827
1181,1464.589785
1182,1464.997937
1183,1456.482797
1184,1461.243598
1185,1448.732051
1186,1451.639841
1187,1450.281104
1188,1452.865592
1189,1456.741357
1190,1455.99979
1191,1457.044526
1192,1454.969434
1193,1455.223331
1194,1450.2013
1195,1454.722974
1196,1452.58628
1197,1449.43387
1198,1448.027549
1199,1449.511261
1200,1494.34203
1201,1492.598881
1202,1491.114439
1203,1484.062672
1204,1482.808286
1205,1486.886081
1206,1490.754376
1207,1486.186672
1208,1493.511695
1209,1490.749113
1210,1488.462516
1211,1487.979192
1212,1486.246158
1213,1490.181583
1214,1486.578425
1215,1485.686781
1216,1483.754288
1217,1488.249508
1218,1491.463531
1219,1491.509515
1220,1554.368167
1221,1555.313706
1222,1550.538426
1223,1549.946481
1224,1547.619615
1225,1545.284505
1226,1545.236649
1227,1548.157743
1228,1543.910659
1229,1544.929686
1230,1541.616321
1231,1537.519734
1232,1531.372078
1233,1528.93424
1234,1528.609724
1235,1532.061586
1236,1529.384403
1237,1529.2529
1238,1529.570132
1239,1522.59778
1240,1585.275067
1241,1584.014862
1242,1587.012351
1243,1598.792417
1244,1595.834725
1245,1598.62849
1246,1594.306479
1247,1591.514537
1248,1594.534483
1249,1589.723884
1250,1587.557812
1251,1587.870226
1252,1588.387734
1253,1586.851319
1254,1584.580378
1255,1589.056455
1256,1595.334586
1257,1596.042342
1258,1593.436062
1259,1595.520688
1260,1658.938255
1261,1657.048325
1262,1655.513178
1263,1661.045798
1264,1667.490327
1265,1678.347305
1266,1684.267387
1267,1685.900549
1268,1681.628168
1269,1683.779589
1270,1689.408472
1271,1694.750536
1272,1691.010874
1273,1689.876903
1274,1681.880046
1275,1671.346821
1276,1668.102873
1277,1677.062112
1278,1685.015046
1279,1688.708459
1280,1532.711759
1281,1496.819333
1282,1510.9538
1283,1525.863688
1284,1533.380221
1285,1566.324455
1286,1574.881774
1287,1588.269721
1288,1608.527798
1289,1591.827473
1290,1593.042633
1291,1560.805045
1292,1543.632883
1293,1512.099992
1294,1483.331771
1295,1486.587425
1296,1492.564806
1297,1501.194131
1298,1531.071066
1299,1542.526296
1300,1571.234102
1301,1584.230235
1302,1626.156575
1303,1670.474712
1304,1638.629173
1305,1659.330776
1306,1687.658503
1307,1666.383741
1308,1672.697793
1309,1659.053078
1310,1673.880269
1311,1623.807903
1312,1620.13573
1313,1590.065691
1314,1577.539018
1315,1579.794516
1316,1572.81669
1317,1567.438881
1318,1583.546971
1319,1588.00912
1320,1741.921092
1321,1717.75768
1322,1737.125317
1323,1727.61684
1324,1717.517526
1325,1693.197963
1326,1706.171895
1327,1705.391405
1328,1677.721559
1329,1685.193298
1330,1678.686747
1331,1661.674634
1332,1659.022441
1333,1646.746817
1334,1629.711237
1335,1633.633517
1336,1651.070136
1337,1638.881745
1338,1650.02845
1339,1664.624134
1340,1687.025496
1341,1675.03522
1342,1677.747508
1343,1680.265821
1344,1677.154534
1345,1675.03045
1346,1685.423005
1347,1688.615178
1348,1694.679139
1349,1703.625947
1350,1715.456172
1351,1709.034173
1352,1702.062489
1353,1705.781834
1354,1712.570128
1355,1718.315206
1356,1719.98489
1357,1717.823144
1358,1719.736297
1359,1722.705725
1360,1743.280434
1361,1719.422342
1362,1725.641406
1363,1722.093834
1364,1711.544379
1365,1704.122981
1366,1699.049816
1367,1685.919375
1368,1683.458742
1369,1681.390549
1370,1677.022132
1371,1699.055115
1372,1680.862783
1373,1677.304427
1374,1685.858499
1375,1698.828452
1376,1706.626342
1377,1715.422095
1378,1720.326283
1379,1727.582821
1380,1746.012286
1381,1739.984608
1382,1723.483932
1383,1738.872349
1384,1728.574696
1385,1738.051952
1386,1747.125654
1387,1750.82911
1388,1754.334911
1389,1754.994184
1390,1751.281038
1391,1736.030597
1392,1733.126813
1393,1718.06741
1394,1721.09484
1395,1731.394843
1396,1732.751183
1397,1743.628691
1398,1750.234216
1399,1750.153298
1400,1803.596926
1401,1794.46903
1402,1795.208691
1403,1807.212486
1404,1820.913523
1405,1827.305752
1406,1837.593605
1407,1847.280925
1408,1851.865754
1409,1849.784947
1410,1853.796359
1411,1857.866238
1412,1859.004649
1413,1859.511846
1414,1861.286782
1415,1868.107532
1416,1864.415044
1417,1867.115282
1418,1871.942308
1419,1877.086454
1420,1974.410215
1421,1985.673076
1422,1999.395159
1423,2001.442776
1424,2009.695803
1425,2013.782843
1426,2019.958076
1427,2014.61722
1428,2012.340389
1429,2007.416118
1430,2006.286583
1431,2003.604873
1432,2007.213443
1433,2008.717405
1434,2010.805168
1435,2015.1164
1436,2015.777684
1437,2020.077036
1438,2017.031092
1439,2016.558195
1440,1892.818094
1441,1896.571305
1442,1893.926852
1443,1845.805113
1444,1821.961551
1445,1852.690154
1446,1876.021925
1447,1888.976426
1448,1869.491323
1449,1862.333042
1450,1871.740797
1451,1873.237654
1452,1843.7091
1453,1820.171715
1454,1834.939997
1455,1841.994545
1456,1832.321961
1457,1835.876344
1458,1822.480456
1459,1851.636891
1460,1962.990685
1461,1960.920733
1462,1924.416073
1463,1923.077246
1464,1917.820632
1465,1919.988117
1466,1917.42044
1467,1919.428559
1468,1914.466304
1469,1924.068345
1470,1913.742515
1471,1921.464487
1472,1929.155715
1473,1946.380999
1474,1932.778217
1475,1936.873369
1476,1921.270037
1477,1917.153807
1478,1921.002379
1479,1933.663427
1480,1869.32996
1481,1865.14811
1482,1866.573334
1483,1844.398385
1484,1842.927403
1485,1844.885352
1486,1826.741561
1487,1835.915166
1488,1863.474099
1489,1855.761844
1490,1862.795456
1491,1864.268503
1492,1865.29313
1493,1866.554081
1494,1873.87974
1495,1869.770177
1496,1868.660726
1497,1869.337241
1498,1859.013266
1499,1857.045103
1500,1913.727906
1501,1916.700366
1502,1916.545311
1503,1909.694935
1504,1907.086343
1505,1899.286085
1506,1877.55035
1507,1886.049399
1508,1880.629996
1509,1877.031452
1510,1871.912313
1511,1864.296809
1512,1863.025697
1513,1871.065451
1514,1882.875019
1515,1869.63437
1516,1864.085504
1517,1867.045886
1518,1860.304586
1519,1855.108297
1520,1901.218097
1521,1909.021642
1522,1913.876157
1523,1909.499267
1524,1916.398121
1525,1919.996615
1526,1926.761263
1527,1923.419091
1528,1917.431043
1529,1934.703123
1530,1921.098672
1531,1914.994856
1532,1911.288585
1533,1909.757036
1534,1895.019184
1535,1895.312579
1536,1899.307475
1537,1903.255613
1538,1914.151388
1539,1906.067836
1540,1773.476591
1541,1789.70692
1542,1791.397502
1543,1810.966611
1544,1822.696207
1545,1809.34261
1546,1820.349167
1547,1807.952433
1548,1812.534057
1549,1818.250566
1550,1805.500981
1551,1812.843861
1552,1817.357534
1553,1806.258598
1554,1805.512257
1555,1792.231492
1556,1792.921286
1557,1797.728841
1558,1808.604102
1559,1804.799879
1560,1876.33187
1561,1866.257326
1562,1850.644129
1563,1864.413878
1564,1855.19799
1565,1831.486182
1566,1811.330177
1567,1807.478847
1568,1805.169527
1569,1826.877077
1570,1822.19616
1571,1825.644195
1572,1836.031204
1573,1850.120674
1574,1857.8521
1575,1863.977283
1576,1869.198083
1577,1856.202314
1578,1867.805884
1579,1860.145615
1580,1895.884386
1581,1888.854969
1582,1876.265824
1583,1887.080177
1584,1888.792669
1585,1895.94168
1586,1899.92647
1587,1897.172579
1588,1899.059386
1589,1898.597862
1590,1903.20486
1591,1904.721826
1592,1906.570133
1593,1910.328073
1594,1895.250693
1595,1883.381099
1596,1878.033934
1597,1872.495626
1598,1873.904524
1599,1872.765243
1600,1850.132029
1601,1850.764242
1602,1870.506858
1603,1901.147597
1604,1911.722204
1605,1914.990055
1606,1914.248943
1607,1897.573816
1608,1897.660953
1609,1883.301226
1610,1872.520776
1611,1869.960564
1612,1876.393932
1613,1870.264818
1614,1863.491527
1615,1863.4887
1616,1857.157413
1617,1861.735509
1618,1877.662141
1619,1875.982643
1620,1791.225119
1621,1794.982646
1622,1791.42396
1623,1777.68644
1624,1772.196628
1625,1783.26146
1626,1787.376324
1627,1813.255692
1628,1824.260254
1629,1846.937836
1630,1851.731166
1631,1858.822364
1632,1827.656994
1633,1834.774385
1634,1817.41989
1635,1823.023601
1636,1825.422836
1637,1832.025779
1638,1835.027111
1639,1839.163305
1640,1696.062285
1641,1696.620011
1642,1705.043487
1643,1714.689921
1644,1720.849163
1645,1704.980918
1646,1695.602151
1647,1684.016038
1648,1684.677091
1649,1678.160302
1650,1665.271279
1651,1672.81638
1652,1669.122511
1653,1658.799764
1654,1638.576708
1655,1635.239627
1656,1635.017951
1657,1639.115241
1658,1641.954355
1659,1636.724199
1660,1712.812542
1661,1709.695733
1662,1711.400568
1663,1708.098482
1664,1713.833867
1665,1724.159596
1666,1722.981282
1667,1726.215285
1668,1709.40722
1669,1712.971427
1670,1700.506728
1671,1701.737232
1672,1702.455708
1673,1693.392589
1674,1701.616923
1675,1699.462048
1676,1701.26802
1677,1705.750793
1678,1703.729755
1679,1704.142752
1680,1783.107712
1681,1768.128806
1682,1766.50748
1683,1740.100952
1684,1727.925137
1685,1744.108335
1686,1739.827067
1687,1750.69783
1688,1750.930789
1689,1751.773072
1690,1750.464956
1691,1754.034801
1692,1760.836697
1693,1755.325267
1694,1758.204112
1695,1761.90964
1696,1763.694489
1697,1763.547624
1698,1758.706592
1699,1762.274518
1700,1837.444747
1701,1845.073808
1702,1840.796983
1703,1849.471472
1704,1839.689936
1705,1846.958294
1706,1857.512044
1707,1852.892563
1708,1857.770553
1709,1856.654356
1710,1853.34221
1711,1863.289582
1712,1856.872895
1713,1862.80748
1714,1862.422858
1715,1861.556378
1716,1854.416886
1717,1855.325073
1718,1859.307104
1719,1849.22412
1720,1879.634989
1721,1893.824613
1722,1901.234113
1723,1905.372242
1724,1909.914876
1725,1907.705977
1726,1913.434726
1727,1916.824192
1728,1920.093906
1729,1922.718168
1730,1937.418218
1731,1945.371563
1732,1954.154226
1733,1958.660454
1734,1968.669204
1735,1969.536484
1736,1964.675954
1737,1962.232497
1738,1963.319778
1739,1975.235011
1740,1867.329787
1741,1848.510334
1742,1845.47614
1743,1851.578525
1744,1856.604414
1745,1849.687567
1746,1858.235913
1747,1856.978079
1748,1855.233855
1749,1857.390936
1750,1858.765961
1751,1856.887037
1752,1850.666585
1753,1860.775511
1754,1855.127406
1755,1837.478684
1756,1848.255166
1757,1840.518778
1758,1839.343616
1759,1835.960593
1760,1832.226508
1761,1807.435474
1762,1822.003429
1763,1828.988537
1764,1838.415296
1765,1857.536168
1766,1866.435843
1767,1892.270027
1768,1888.38963
1769,1876.218909
1770,1883.637546
1771,1881.169598
1772,1885.043183
1773,1867.027632
1774,1880.818113
1775,1883.689685
1776,1873.835997
1777,1886.56103
1778,1885.500985
1779,1886.933393
1780,1818.738816
1781,1821.646222
1782,1825.644704
1783,1829.890586
1784,1830.80023
1785,1832.305401
1786,1825.15235
1787,1824.007268
1788,1820.308791
1789,1820.71221
1790,1819.741506
1791,1822.712721
1792,1820.446256
1793,1823.225581
1794,1834.480993
1795,1830.309608
1796,1831.165551
1797,1831.524576
1798,1835.742747
1799,1834.729655
1800,1798.192457
1801,1788.684589
1802,1785.767472
1803,1789.841696
1804,1797.146072
1805,1786.842673
1806,1784.826596
1807,1786.859979
1808,1778.177208
1809,1798.861534
1810,1804.287638
1811,1809.975991
1812,1805.598393
1813,1817.024652
1814,1819.447382
1815,1816.017829
1816,1826.933215
1817,1821.497706
1818,1825.474861
1819,1829.802607
